,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
780,PORT MELBOURNE 108/1 Danks Street VIC 3207,495,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
781,MORDIALLOC 1/25 John Street VIC 3195,400,2,1,1,Apartment / Unit / Flat,-37.9995,145.1163
782,ELWOOD 2/4-6 Kingsley Street VIC 3184,490,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
783,ST KILDA 101/34 Fitzroy Street VIC 3182,2000,3,2,1,Apartment / Unit / Flat,-37.8633,144.9802
784,CAMBERWELL G01/1011 Toorak Road VIC 3124,380,1,1,1,Apartment / Unit / Flat,-37.8248,145.0705
785,BORONIA 3/31 Cypress Avenue VIC 3155,370,2,1,1,Apartment / Unit / Flat,-37.8667,145.2833
786,WINDSOR 2/1A Peel Street VIC 3181,550,2,2,1,Apartment / Unit / Flat,-37.853,144.9929
787,DOCKLANDS 808/60 Lorimer Street VIC 3008,600,1,1,1,Apartment / Unit / Flat,-37.8149,144.9505
788,DOCKLANDS 3704/90 Lorimer Street VIC 3008,700,2,1,2,Apartment / Unit / Flat,-37.8149,144.9505
789,DOCKLANDS 1406/81 South Wharf Drive VIC 3008,750,2,2,1,Apartment / Unit / Flat,-37.8149,144.9505
790,BOX HILL 4/7-9 Archibald Street VIC 3128,400,2,2,1,Apartment / Unit / Flat,-37.8256,145.1232
791,BOX HILL 13/32-34 Albion Road VIC 3128,360,2,1,1,Apartment / Unit / Flat,-37.8256,145.1232
792,CARLTON 20/75 Drummond Street VIC 3053,650,2,1,1,Apartment / Unit / Flat,-37.8004,144.9684
793,SOUTHBANK 802/33 Clarke Street VIC 3006,320,1,1,0,Apartment / Unit / Flat,-37.8228,144.9643
794,WINDSOR 208/1a Peel Street VIC 3181,410,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
795,FITZROY 8/130 Nicholson Street VIC 3065,340,1,1,0,Apartment / Unit / Flat,-37.7984,144.9783
796,PORT MELBOURNE 405/65 Beach Street VIC 3207,1200,3,2,2,Apartment / Unit / Flat,-37.8329,144.922
797,PARKVILLE 12/196 The Avenue VIC 3052,410,1,1,1,Apartment / Unit / Flat,-37.7603,144.9502
798,MELBOURNE 22/187 Collins Street VIC 3000,400,1,1,0,Apartment / Unit / Flat,45.5916,14.1546
799,NORTH MELBOURNE 18/55 Haines Street VIC 3051,415,2,1,0,Apartment / Unit / Flat,-37.8029,144.9482
800,SOUTH MELBOURNE 1/1 Anderson Street VIC 3205,550,1,1,1,Apartment / Unit / Flat,46.3817,15.2958
801,HAWTHORN 31/168 Power Street VIC 3122,360,1,1,1,Apartment / Unit / Flat,-37.8199,145.0358
802,NORTH MELBOURNE 125/68 Leveson Street VIC 3051,430,1,1,1,Apartment / Unit / Flat,-37.8029,144.9482
803,GLENROY 1/21 Morell Street VIC 3046,600,3,1,2,Apartment / Unit / Flat,-37.7,144.9333
804,MELBOURNE 6/410 Queen Street VIC 3000,695,3,2,1,Apartment / Unit / Flat,45.5916,14.1546
805,MELBOURNE 508/616 Little Collins Street Street VIC 3000,500,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
806,MORDIALLOC G03/55-57 Barkly Street VIC 3195,410,1,1,1,Apartment / Unit / Flat,-37.9995,145.1163
807,MORDIALLOC 8/13 Barkly Street VIC 3195,480,2,1,2,Apartment / Unit / Flat,-37.9995,145.1163
808,MOORABBIN 1/17 Central Ave VIC 3189,485,2,1,2,Apartment / Unit / Flat,-37.9415,145.0578
809,MELBOURNE 305/594 St Kilda Road VIC 3000,610,2,2,1,Apartment / Unit / Flat,45.5916,14.1546
810,BALLARAT CENTRAL 2/6 Bath Lane VIC 3350,500,2,1,1,Apartment / Unit / Flat,-37.5292,143.8591
811,ABBOTSFORD H307/12 Trenerry Crescent VIC 3067,390,1,1,1,Apartment / Unit / Flat,-37.8046,144.9998
812,ELWOOD 7/4-6 Kingsley Street VIC 3184,475,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
813,PORT MELBOURNE 410A/3 Tarver Street VIC 3207,600,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
814,PRAHRAN 210/18-30 Chatham Street VIC 3181,355,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
815,ST KILDA 308/181 Fitzroy Street VIC 3182,500,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
816,FITZROY 203/424 Gore Street VIC 3065,620,2,1,1,Apartment / Unit / Flat,-37.7984,144.9783
817,TOORAK 10/49 Grange Road VIC 3142,495,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177
818,MOONEE PONDS 3/26 Hopetoun Street VIC 3039,470,2,1,1,Apartment / Unit / Flat,-37.7667,144.9167
819,MELBOURNE 7/7 Drewery Lane VIC 3000,650,2,2,1,Apartment / Unit / Flat,45.5916,14.1546
820,PARKDALE 3/219 Como Parade East VIC 3195,300,1,1,1,Apartment / Unit / Flat,-37.9995,145.1163
821,BENTLEIGH 303/277-279 Centre Road VIC 3204,575,2,2,2,Apartment / Unit / Flat,46.3375,15.2264
822,SOUTH MELBOURNE 2205/89 Gladstone Street VIC 3205,520,2,2,1,Apartment / Unit / Flat,46.3817,15.2958
823,WILLIAMSTOWN 77A Ferguson Street VIC 3016,475,2,1,0,Apartment / Unit / Flat,-37.857,144.8977
824,EAST MELBOURNE 303V/162 Albert Street VIC 3002,485,2,1,1,Apartment / Unit / Flat,-37.8167,144.9879
825,MORDIALLOC 4/114 Warren Road VIC 3195,425,2,1,2,Apartment / Unit / Flat,-37.9995,145.1163
826,MAIDSTONE 1/101 Ballarat Road VIC 3012,315,2,1,1,Apartment / Unit / Flat,-37.8302,144.8709
827,BORONIA 5/12 Valerie Street VIC 3155,450,3,2,2,Apartment / Unit / Flat,-37.8667,145.2833
828,RESERVOIR 1/117 Purinuan Road VIC 3073,400,3,2,1,Apartment / Unit / Flat,-37.7167,145.0
829,PRESTON 603/9 High Street VIC 3072,370,2,1,1,Apartment / Unit / Flat,-37.75,145.0167
830,PRESTON 1/22 High Street VIC 3072,380,2,1,1,Apartment / Unit / Flat,-37.75,145.0167
831,CARLTON 540A Drummond Street VIC 3053,435,1,1,1,Apartment / Unit / Flat,-37.8004,144.9684
832,WILLIAMSTOWN 203/133 Railway Place VIC 3016,490,2,1,1,Apartment / Unit / Flat,-37.857,144.8977
833,WARRAGUL 2/73A Smith Street VIC 3820,1434,2,1,1,Apartment / Unit / Flat,-38.1591,145.9312
834,PAKENHAM 5/23 Main Street VIC 3810,380,2,1,1,Apartment / Unit / Flat,-38.1333,145.5167
835,BEAUMARIS 10/182 Weatherall Road VIC 3193,440,2,1,1,Apartment / Unit / Flat,-37.9736,145.0164
836,WODONGA 2/48 Acacia Crescent VIC 3690,300,2,1,1,Apartment / Unit / Flat,-36.0997,146.802
837,CARLTON NORTH 1/172 Princes Street VIC 3054,550,2,1,1,Apartment / Unit / Flat,-37.7866,144.9685
838,GLENROY 3/16 Ogden Street VIC 3046,440,2,1,1,Apartment / Unit / Flat,-37.7,144.9333
839,HAWTHORN 101/22 Findon Street VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
840,WILLIAMSTOWN 27/18 Station Road VIC 3016,400,2,1,1,Apartment / Unit / Flat,-37.857,144.8977
841,TANGAMBALANGA 5/2 Kiewa East Road VIC 3691,190,2,1,1,Apartment / Unit / Flat,46.51367,9.13501
842,FOOTSCRAY 4 Cirque Drive VIC 3011,300,1,1,0,Apartment / Unit / Flat,-37.7995,144.8963
843,SANDRINGHAM 324/18 Station Street VIC 3191,350,1,1,1,Apartment / Unit / Flat,-37.95,145.0
844,CARRUM DOWNS 2/25 Lats Avenue VIC 3201,400,2,1,1,Apartment / Unit / Flat,46.2945,15.2431
845,SUNSHINE NORTH 3/57 Phoenix Street VIC 3020,220,1,1,0,Apartment / Unit / Flat,-37.775,144.8333
846,MENTONE 5/130 Warrigal Road VIC 3194,380,2,1,1,Apartment / Unit / Flat,-37.9833,145.0667
847,SOUTH YARRA 4/2-6 Caroline Street South VIC 3141,295,1,1,0,Apartment / Unit / Flat,-37.8333,144.9833
848,NORTHCOTE 1/30 Aberdeen Grove VIC 3070,295,1,1,1,Apartment / Unit / Flat,-37.7667,145.0
849,MARIBYRNONG 3/61 Wests Road VIC 3032,370,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
850,RINGWOOD EAST 2/14 Lois Street VIC 3135,410,3,1,1,Apartment / Unit / Flat,-37.8213,145.2489
851,WERRIBEE 2/137 Market Road VIC 3030,340,3,2,1,Apartment / Unit / Flat,-37.8887,144.726
852,STRATHMORE 2/467 Pascoe Vale Road VIC 3041,400,2,1,1,Apartment / Unit / Flat,-37.7133,144.8969
853,ST KILDA EAST 3/50 Wilgah Street VIC 3183,395,2,1,1,Apartment / Unit / Flat,-37.8692,144.9977
854,PORT MELBOURNE 4/76 Crockford Street VIC 3207,330,1,1,1,Apartment / Unit / Flat,-37.8329,144.922
855,ELWOOD 7/30 Mitford Street VIC 3184,380,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855
856,ENDEAVOUR HILLS 217A Power Road VIC 3802,380,3,1,1,Apartment / Unit / Flat,-37.977,145.2587
857,WEST MELBOURNE 202/87-89 Roden Street VIC 3003,575,2,2,1,Apartment / Unit / Flat,-37.8101,144.95
858,PRESTON 3/11 Mihil Street VIC 3072,475,2,1,1,Apartment / Unit / Flat,-37.75,145.0167
859,CARNEGIE G09/33 Belsize Avenue VIC 3163,420,1,1,1,Apartment / Unit / Flat,-37.8895,145.0581
860,HOPPERS CROSSING 5/6-8 Willmott Drive VIC 3029,295,2,1,0,Apartment / Unit / Flat,-37.885012,144.688335
861,FITZROY NORTH 14/272 Barkly Street VIC 3068,420,2,1,1,Apartment / Unit / Flat,-37.7865,144.9897
862,CHIRNSIDE PARK 3/9 El Centro VIC 3116,390,2,1,1,Apartment / Unit / Flat,-37.7386,145.3143
863,WERRIBEE 11/2-6 Kelly Street VIC 3030,300,1,1,1,Apartment / Unit / Flat,-37.8887,144.726
864,ASCOT VALE 8/103 The Parade VIC 3032,420,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
865,FOOTSCRAY 2/20 Empire Street VIC 3011,300,2,1,1,Apartment / Unit / Flat,-37.7995,144.8963
866,FLEMINGTON 11/7 Waltham Street VIC 3031,330,1,1,1,Apartment / Unit / Flat,-37.7899,144.9226
867,MITCHAM 3/19 Orient Ave VIC 3132,450,3,1,2,Apartment / Unit / Flat,-37.8182,145.199
868,NORTH MELBOURNE 117a flemington Road VIC 3051,530,2,1,0,Apartment / Unit / Flat,-37.8029,144.9482
869,ST KILDA WEST 1/34 Longmore Street VIC 3182,300,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
870,SOUTHBANK 907/250 St Kilda Road VIC 3006,1300,3,2,2,Apartment / Unit / Flat,-37.8228,144.9643
871,PARKDALE 203/131 Parkers Road VIC 3195,460,2,1,1,Apartment / Unit / Flat,-37.9995,145.1163
872,ESSENDON 1/11 Fitzgerald Road VIC 3040,305,1,1,1,Apartment / Unit / Flat,-37.7538,144.8883
873,SOUTH MELBOURNE 507/2 Albert Road VIC 3205,550,1,1,1,Apartment / Unit / Flat,46.3817,15.2958
874,CLAYTON 1/60 Stockdale Avenue VIC 3168,490,3,2,0,Apartment / Unit / Flat,-37.9167,145.1333
875,NORTH MELBOURNE 7/49 Haines Street VIC 3051,350,2,1,1,Apartment / Unit / Flat,-37.8029,144.9482
876,BRUNSWICK EAST U 2/321 Amess Street VIC 3057,350,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
877,SOUTH MELBOURNE 72A Napier Street VIC 3205,575,2,2,1,Apartment / Unit / Flat,46.3817,15.2958
878,SPRINGVALE 1/33 Royal Avenue VIC 3171,380,2,1,1,Apartment / Unit / Flat,-37.9457,145.1581
879,SEABROOK 1/25 Point Cook Road VIC 3028,330,2,1,1,Apartment / Unit / Flat,-37.8809,144.7587
880,MELBOURNE 3511/157 A'Beckett Street VIC 3000,680,2,2,0,Apartment / Unit / Flat,45.5916,14.1546
881,THORNBURY 7/44 Woolton Avenue VIC 3071,365,2,1,1,Apartment / Unit / Flat,-37.7583,145.0051
882,CARLTON 725/488 Swanston Street VIC 3053,360,2,1,0,Apartment / Unit / Flat,-37.8004,144.9684
883,NORTHCOTE 2/8 Short Street VIC 3070,530,2,1,1,Apartment / Unit / Flat,-37.7667,145.0
884,CROYDON 1/175 Maroondah Highway VIC 3136,390,2,1,1,Apartment / Unit / Flat,-37.7744,145.2756
885,VERMONT 1/6 Short Street VIC 3133,400,2,1,2,Apartment / Unit / Flat,-37.8362,145.1943
886,MARIBYRNONG 7/82 Raleigh Road VIC 3032,295,1,1,1,Apartment / Unit / Flat,-37.7808,144.9354
887,GLEN HUNTLY 5/12 Rosedale Avenue VIC 3163,340,1,1,1,Apartment / Unit / Flat,-37.8895,145.0581
888,CHELTENHAM 109/321 Charman Road VIC 3192,380,2,1,1,Apartment / Unit / Flat,-37.9694,145.0481
889,BERWICK 5/7-8 Roseville Court VIC 3806,400,3,2,1,Apartment / Unit / Flat,-38.0,145.35
890,BRUNSWICK WEST 2/380-382 Brunswick Road VIC 3055,350,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
891,DROUIN 17/98 Lampard Road VIC 3818,415,3,2,2,Apartment / Unit / Flat,-38.1561,145.8431
892,ALTONA MEADOWS 3/26-28 Balmoral Street South VIC 3028,320,2,1,1,Apartment / Unit / Flat,-37.8809,144.7587
893,ESSENDON 4/242 Pascoe Vale Road VIC 3040,295,1,1,1,Apartment / Unit / Flat,-37.7538,144.8883
894,FOOTSCRAY 8/55 Swan Street VIC 3011,220,1,1,0,Apartment / Unit / Flat,-37.7995,144.8963
895,CHELSEA 1/59 Argyle Avenue VIC 3196,460,3,1,2,Apartment / Unit / Flat,-38.0372,145.1097
896,NOBLE PARK 5/2-4 Fintonia Road VIC 3174,350,2,1,1,Apartment / Unit / Flat,-37.9667,145.1667
897,CARLTON 35 Drummond Street VIC 3053,1100,4,1,4,Apartment / Unit / Flat,-37.8004,144.9684
898,ASCOT VALE 22/22 Leonard Crescent VIC 3032,400,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
899,NORTH MELBOURNE 209/55 Villiers Street VIC 3051,330,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
900,ST KILDA 4/36 Waterloo Crescent VIC 3182,290,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
901,TYABB 7/14 William Street VIC 3913,330,2,1,0,Apartment / Unit / Flat,-38.25,145.1833
902,WARRNAMBOOL  VIC 3280,270,1,1,1,Apartment / Unit / Flat,-38.3826241,142.4814191
903,ST KILDA 6/76 Carlisle Street VIC 3182,325,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
904,WERRIBEE 3/42-44 Cottrell Street VIC 3030,280,2,1,1,Apartment / Unit / Flat,-37.8887,144.726
905,BRUNSWICK WEST 605/8 Olive York Way VIC 3055,390,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
906,ST KILDA 28/12 Fitzroy Street VIC 3182,525,2,1,2,Apartment / Unit / Flat,-37.8633,144.9802
907,SOUTH MELBOURNE 906/2-14 Albert Road VIC 3205,650,1,1,1,Apartment / Unit / Flat,46.3817,15.2958
908,ELSTERNWICK 404/17 Gordon Street VIC 3185,440,1,1,1,Apartment / Unit / Flat,-37.8984,145.0088
909,KENSINGTON 103/102 Rankins Road VIC 3031,350,1,1,1,Apartment / Unit / Flat,-37.7899,144.9226
910,ST KILDA WEST 3/21 Park Street VIC 3182,360,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
911,ELWOOD 6/17A Milton Street VIC 3184,550,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
912,MIDDLE PARK 12/55 Canterbury Road VIC 3206,850,3,3,1,Apartment / Unit / Flat,46.3636,15.3653
913,PRAHRAN 107/7 King Street VIC 3181,365,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
914,ST KILDA 7/25 Brighton Road VIC 3182,280,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
915,GLENROY 5/836 Pascoe Vale Road VIC 3046,330,2,1,0,Apartment / Unit / Flat,-37.7,144.9333
916,BRUNSWICK 3/35 Henkel Street VIC 3056,310,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
917,"WERRIBEE SOUTH Ground Level, Apartment 5, 33 Quay Boulevard VIC 3030",400,2,2,2,Apartment / Unit / Flat,-37.0,145.0
918,SOUTHBANK 3601/241 City Road VIC 3006,500,2,1,0,Apartment / Unit / Flat,-37.8228,144.9643
919,OAKLEIGH SOUTH 2/224 Warrigal Road VIC 3167,350,2,1,1,Apartment / Unit / Flat,-37.927,145.0964
920,WILLIAMSTOWN 16/83 Verdon Street VIC 3016,330,1,1,1,Apartment / Unit / Flat,-37.857,144.8977
921,WILLIAMSTOWN NORTH 5/111 Park Crescent VIC 3016,410,2,1,1,Apartment / Unit / Flat,-37.857,144.8977
922,BRUNSWICK 6/27 Balmoral Avenue VIC 3056,380,2,1,1,Apartment / Unit / Flat,-37.7667,144.9667
923,FOOTSCRAY 19/697 Barkly Street VIC 3011,260,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
924,ST KILDA 11/15-17 Crimea Street VIC 3182,375,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
925,ST KILDA WEST 31/82 Park Street VIC 3182,375,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
926,NORTH MELBOURNE 9/417 Dryburgh Street VIC 3051,390,2,1,1,Apartment / Unit / Flat,-37.8029,144.9482
927,PORT MELBOURNE 402/88 Dow Street VIC 3207,750,3,2,2,Apartment / Unit / Flat,-37.8329,144.922
928,ST KILDA 3/33 Neptune Street VIC 3182,480,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
929,KENSINGTON 3/86 Rankins Road VIC 3031,330,1,1,1,Apartment / Unit / Flat,-37.7899,144.9226
930,MARIBYRNONG 1/4 Rowe Street VIC 3032,430,3,2,1,Apartment / Unit / Flat,-37.7808,144.9354
931,SOUTH MELBOURNE 12/2-4 Heather Street VIC 3205,340,1,1,1,Apartment / Unit / Flat,46.3817,15.2958
932,FITZROY NORTH 205/144 Queens Parade VIC 3068,600,2,2,1,Apartment / Unit / Flat,-37.7865,144.9897
933,MARIBYRNONG 2/20 Navigator Street VIC 3032,355,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
934,PARKVILLE 106/459 Royal Parade VIC 3052,400,1,1,1,Apartment / Unit / Flat,-37.7603,144.9502
935,ASCOT VALE 1/25 Harold Street VIC 3032,280,1,1,1,Apartment / Unit / Flat,-37.7808,144.9354
936,ALBERT PARK 4/78 Kerferd Road VIC 3206,470,2,1,0,Apartment / Unit / Flat,46.3636,15.3653
937,WILLIAMSTOWN 1/105 Railway Place VIC 3016,510,2,1,1,Apartment / Unit / Flat,-37.857,144.8977
938,BEECHWORTH 55 Ford Street VIC 3747,350,2,1,1,Apartment / Unit / Flat,-36.3416,146.7067
939,ASCOT VALE 1/5 Rothwell Street VIC 3032,380,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
940,PAKENHAM 8/107 Army Road VIC 3810,330,2,1,1,Apartment / Unit / Flat,-38.1333,145.5167
941,PARKVILLE 406/459 Royal Parade VIC 3052,560,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
942,ST KILDA EAST 7/154 Alma Road VIC 3183,395,2,1,1,Apartment / Unit / Flat,-37.8692,144.9977
943,FITZROY 303/81 Argyle Street VIC 3065,470,1,1,1,Apartment / Unit / Flat,-37.7984,144.9783
944,IVANHOE 2/17 Green Street VIC 3079,410,2,1,1,Apartment / Unit / Flat,-37.769,145.0431
945,BRUNSWICK EAST 2/72 Victoria Street VIC 3057,390,2,1,0,Apartment / Unit / Flat,-37.7603,144.9502
946,WERRIBEE 1/137 Greaves Street VIC 3030,330,2,1,1,Apartment / Unit / Flat,-37.8887,144.726
947,PRAHRAN 4/28 Raleigh Street VIC 3181,385,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
948,BUNDOORA 101B/1091 Plenty Road VIC 3083,395,2,2,1,Apartment / Unit / Flat,-37.7062,145.0474
949,PAKENHAM 6/40 Army Road VIC 3810,370,3,1,1,Apartment / Unit / Flat,-38.1333,145.5167
950,MARIBYRNONG 207/8 Horizon Drive VIC 3032,465,2,2,1,Apartment / Unit / Flat,-37.7808,144.9354
951,ELWOOD 1/445 St Kilda Street VIC 3184,500,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
952,FITZROY 302/270 Young Street VIC 3065,950,2,2,2,Apartment / Unit / Flat,-37.7984,144.9783
953,TOORAK 2/12 Chastleton Avenue VIC 3142,460,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177
954,NORTH MELBOURNE 9/49 Brougham Street VIC 3051,280,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
955,FOOTSCRAY 201/21 Buckingham Street VIC 3011,390,2,1,1,Apartment / Unit / Flat,-37.7995,144.8963
956,WARRNAMBOOL 2/18 Kielli Drive VIC 3280,350,2,1,1,Apartment / Unit / Flat,-37.0,145.0
957,HAWTHORN 1/17 Muir Street VIC 3122,450,3,1,1,Apartment / Unit / Flat,-37.8199,145.0358
958,SOUTH YARRA 607/8 Daly Street VIC 3141,540,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
959,HEIDELBERG HEIGHTS 105/452 Waterdale Road VIC 3081,399,2,1,1,Apartment / Unit / Flat,-37.7531,145.0385
960,HAWTHORN 6/42 Morang Road VIC 3122,300,1,1,1,Apartment / Unit / Flat,-37.8199,145.0358
961,CARNEGIE 315/1060 Dandenong Road VIC 3163,530,2,2,1,Apartment / Unit / Flat,-37.8895,145.0581
962,EAST MELBOURNE 1/9 Garden Avenue VIC 3002,490,2,1,1,Apartment / Unit / Flat,-37.8167,144.9879
963,CAULFIELD NORTH 1/55 Wanda Rd VIC 3161,750,3,2,2,Apartment / Unit / Flat,-37.8671941,145.0210764
964,ST KILDA 3502/14-16 The Esplanade VIC 3182,5000,3,3,3,Apartment / Unit / Flat,-37.8633,144.9802
965,PORT MELBOURNE 301/130 Bay Street VIC 3207,1600,3,3,2,Apartment / Unit / Flat,-37.8329,144.922
966,SOUTH YARRA 14/110 Caroline Street VIC 3141,500,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
967,MELBOURNE 60/485 St Kilda Road VIC 3004,395,1,1,1,Apartment / Unit / Flat,-37.814,144.9633
968,COLLINGWOOD 201/109 Dight Street VIC 3066,500,1,1,1,Apartment / Unit / Flat,-37.8,144.9833
969,SOUTHBANK 3908E/18 Hoff Blvd VIC 3006,700,2,2,0,Apartment / Unit / Flat,-37.8228,144.9643
970,MENTONE 1/57 Milan Street VIC 3194,440,2,1,2,Apartment / Unit / Flat,-37.9833,145.0667
971,ASCOT VALE 1/26 Epsom Road VIC 3032,400,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
972,ST KILDA 22/19 Robe Street VIC 3182,450,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
973,MALVERN 9/12 Irving Street VIC 3144,400,1,1,1,Apartment / Unit / Flat,-37.8512,145.0317
974,COBURG 5/144 Nicholson Street VIC 3058,300,2,1,1,Apartment / Unit / Flat,-37.75,144.9667
975,TAWONGA SOUTH 1 Heberles Road VIC 3698,320,1,1,0,Apartment / Unit / Flat,-36.7359,147.1521
976,THORNBURY 4/97 Gooch Street VIC 3071,395,2,1,1,Apartment / Unit / Flat,-37.7583,145.0051
